experience_level,salary_in_usd,remote_ratio,company_size,company_location_Other,company_location_US,job_title_Data Analyst,job_title_Data Engineer,job_title_Data Scientist,job_title_Machine Learning Engineer,job_title_Other,job_title_Software Engineer
3,144840,0,1,0,1,0,0,0,0,1,0
3,190000,100,1,0,1,0,0,0,0,1,0
3,150000,100,1,0,1,0,0,0,0,1,0
1,176150,0,1,0,1,0,0,0,0,1,0
1,112700,0,1,0,1,0,0,0,0,1,0
3,193750,0,1,0,1,0,0,1,0,0,0
3,124000,0,1,0,1,0,0,1,0,0,0
3,258000,0,1,0,1,0,0,1,0,0,0
3,172000,0,1,0,1,0,0,1,0,0,0
2,118273,0,1,0,1,0,0,1,0,0,0
2,87419,0,1,0,1,0,0,1,0,0,0
3,173296,0,1,0,1,0,0,1,0,0,0
3,103978,0,1,0,1,0,0,1,0,0,0
3,115000,0,1,0,1,0,0,1,0,0,0
3,110000,0,1,0,1,0,0,1,0,0,0
3,201783,0,1,0,1,0,0,1,0,0,0
3,146751,0,1,0,1,0,0,1,0,0,0
2,125000,0,1,0,1,0,0,0,0,1,0
2,105000,0,1,0,1,0,0,0,0,1,0
3,142133,100,1,0,1,0,0,0,0,1,0
3,60643,100,1,0,1,0,0,0,0,1,0
3,72000,0,1,0,1,1,0,0,0,0,0
3,46000,0,1,0,1,1,0,0,0,0,0
1,98000,0,1,0,1,0,0,0,0,1,0
1,89000,0,1,0,1,0,0,0,0,1,0
1,101475,0,1,0,1,0,0,0,0,1,0
1,64575,0,1,0,1,0,0,0,0,1,0
3,234300,0,1,0,1,0,0,0,0,1,0
3,96900,0,1,0,1,0,0,0,0,1,0
2,197280,0,1,1,0,0,0,0,0,1,0
2,118368,0,1,1,0,0,0,0,0,1,0
3,227950,0,1,0,1,0,1,0,0,0,0
3,126100,0,1,0,1,0,1,0,0,0,0
3,150200,0,1,0,1,0,1,0,0,0,0
3,138715,0,1,0,1,0,1,0,0,0,0
2,101265,0,1,1,0,0,0,0,1,0,0
2,94936,0,1,1,0,0,0,0,1,0,0
2,86700,0,1,0,1,0,0,0,0,1,0
2,65025,0,1,0,1,0,0,0,0,1,0
3,180000,0,1,0,1,0,0,0,0,1,0
3,137510,0,1,0,1,0,0,0,0,1,0
2,188500,0,1,0,1,0,0,0,0,1,0
2,138715,0,1,0,1,0,0,0,0,1,0
3,190000,0,1,0,1,0,0,0,0,1,0
3,119574,0,1,0,1,0,0,0,0,1,0
3,102848,100,1,1,0,0,0,0,0,1,0
3,79113,100,1,1,0,0,0,0,0,1,0
3,190000,0,1,0,1,0,0,0,0,1,0
2,155000,0,1,0,1,0,0,0,0,1,0
2,107957,0,1,0,1,0,0,0,0,1,0
1,120000,0,1,0,1,0,0,0,0,1,0
1,90000,0,1,0,1,0,0,0,0,1,0
3,189175,0,1,0,1,0,0,0,0,1,0
3,104650,0,1,0,1,0,0,0,0,1,0
2,115100,100,1,0,1,0,0,0,0,1,0
2,61800,100,1,0,1,0,0,0,0,1,0
2,167575,100,1,0,1,0,0,0,0,1,0
2,111717,100,1,0,1,0,0,0,0,1,0
1,70000,0,1,0,1,0,0,0,0,1,0
1,54600,0,1,0,1,0,0,0,0,1,0
1,50000,0,1,0,1,0,0,0,0,1,0
1,40000,0,1,0,1,0,0,0,0,1,0
3,120000,100,1,0,1,0,0,0,0,1,0
3,96000,100,1,0,1,0,0,0,0,1,0
3,181500,0,1,0,1,0,0,0,0,1,0
3,139600,0,1,0,1,0,0,0,0,1,0
1,99875,0,1,0,1,0,0,0,0,1,0
1,55250,0,1,0,1,0,0,0,0,1,0
3,82600,0,1,0,1,0,0,0,0,1,0
3,149400,0,1,0,1,0,0,0,0,1,0
3,84000,0,1,0,1,0,0,0,0,1,0
1,138000,0,1,0,1,0,0,0,0,1,0
1,86000,0,1,0,1,0,0,0,0,1,0
3,178200,0,1,0,1,0,0,0,0,1,0
3,129600,0,1,0,1,0,0,0,0,1,0
3,98000,100,1,0,1,0,1,0,0,0,0
3,88000,100,1,0,1,0,1,0,0,0,0
3,186754,0,1,0,1,0,1,0,0,0,0
3,101000,0,1,0,1,0,1,0,0,0,0
3,149400,0,1,0,1,0,1,0,0,0,0
3,84000,0,1,0,1,0,1,0,0,0,0
3,167471,100,1,0,1,0,1,0,0,0,0
2,149183,100,1,0,1,0,1,0,0,0,0
2,108497,100,1,0,1,0,1,0,0,0,0
3,128000,0,1,0,1,0,0,0,0,1,0
3,80000,0,1,0,1,0,0,0,0,1,0
1,70000,0,1,0,1,0,0,0,0,1,0
1,56000,0,1,0,1,0,0,0,0,1,0
3,207000,0,1,0,1,0,0,0,0,1,0
3,122400,0,1,0,1,0,0,0,0,1,0
1,75774,0,1,0,1,0,0,0,0,1,0
1,62645,0,1,0,1,0,0,0,0,1,0
3,123075,100,1,0,1,1,0,0,0,0,0
3,86155,100,1,0,1,1,0,0,0,0,0
2,161866,0,1,0,1,0,0,1,0,0,0
2,102419,0,1,0,1,0,0,1,0,0,0
3,180000,100,1,0,1,0,0,1,0,0,0
3,155000,100,1,0,1,0,0,1,0,0,0
3,200000,0,1,1,0,0,0,0,0,1,0
3,130000,0,1,1,0,0,0,0,0,1,0
2,128000,0,1,1,0,0,0,0,0,0,1
2,80000,0,1,1,0,0,0,0,0,0,1
3,200143,0,1,0,1,0,0,0,0,1,0
3,150143,0,1,0,1,0,0,0,0,1,0
2,156000,0,1,0,1,0,0,0,0,0,1
2,97000,0,1,0,1,0,0,0,0,0,1
3,215900,0,1,0,1,0,1,0,0,0,0
3,112500,0,1,0,1,0,1,0,0,0,0
1,141450,0,1,0,1,0,0,0,0,1,0
1,70550,0,1,0,1,0,0,0,0,1,0
3,257600,0,1,0,1,0,0,0,0,1,0
3,126650,0,1,0,1,0,0,0,0,1,0
3,180000,0,1,0,1,0,0,0,0,1,0
3,170000,0,1,0,1,0,0,0,0,1,0
2,120000,0,1,0,1,0,0,0,0,1,0
2,88500,0,1,0,1,0,0,0,0,1,0
3,225000,0,1,0,1,0,0,0,0,1,0
3,180000,0,1,0,1,0,0,0,0,1,0
3,194000,100,1,0,1,0,0,1,0,0,0
3,141100,100,1,0,1,0,0,1,0,0,0
3,75000,100,1,0,1,0,0,1,0,0,0
2,100000,0,1,0,1,0,0,0,0,1,0
2,75000,0,1,0,1,0,0,0,0,1,0
2,140000,0,1,0,1,0,0,0,0,1,0
2,120000,0,1,0,1,0,0,0,0,1,0
4,256000,0,1,0,1,0,0,0,0,1,0
4,220000,0,1,0,1,0,0,0,0,1,0
3,124800,0,1,0,1,0,0,0,0,1,0
3,76128,0,1,0,1,0,0,0,0,1,0
2,130000,0,1,0,1,0,0,0,0,1,0
2,110000,0,1,0,1,0,0,0,0,1,0
3,160000,100,1,0,1,0,0,0,0,1,0
3,140000,100,1,0,1,0,0,0,0,1,0
3,140000,0,1,0,1,1,0,0,0,0,0
3,120000,0,1,0,1,1,0,0,0,0,0
3,115000,0,1,0,1,0,0,0,0,1,0
3,95000,0,1,0,1,0,0,0,0,1,0
1,90000,0,1,0,1,0,0,0,0,1,0
1,43200,0,1,0,1,0,0,0,0,1,0
3,272000,100,1,0,1,0,0,0,0,1,0
3,147000,100,1,0,1,0,0,0,0,1,0
3,106900,100,1,0,1,0,0,0,0,1,0
2,212750,0,1,0,1,0,0,0,0,1,0
2,108000,0,1,0,1,0,0,0,0,1,0
3,192300,0,1,0,1,0,0,0,0,0,1
3,130900,0,1,0,1,0,0,0,0,0,1
2,62128,0,1,0,1,0,0,0,0,1,0
1,90000,0,1,0,1,0,0,0,0,1,0
1,43200,0,1,0,1,0,0,0,0,1,0
2,145800,0,1,0,1,0,0,0,0,1,0
2,83300,0,1,0,1,0,0,0,0,1,0
1,105000,0,1,0,1,0,0,0,0,1,0
1,85000,0,1,0,1,0,0,0,0,1,0
2,105000,0,1,0,1,0,0,0,0,1,0
2,72300,0,1,0,1,0,0,0,0,1,0
1,140000,100,1,0,1,0,0,0,0,1,0
1,130000,100,1,0,1,0,0,0,0,1,0
2,147900,0,1,0,1,0,0,1,0,0,0
2,72200,0,1,0,1,0,0,1,0,0,0
3,101500,0,1,1,0,1,0,0,0,0,0
3,54500,0,1,1,0,1,0,0,0,0,0
2,105000,0,1,0,1,1,0,0,0,0,0
2,72300,0,1,0,1,1,0,0,0,0,0
3,220300,0,1,0,1,1,0,0,0,0,0
3,175500,0,1,0,1,1,0,0,0,0,0
2,180800,0,1,0,1,0,0,0,0,1,0
2,144000,0,1,0,1,0,0,0,0,1,0
2,164400,0,1,0,1,0,0,0,0,1,0
3,104000,0,1,0,1,1,0,0,0,0,0
3,56000,0,1,0,1,1,0,0,0,0,0
3,124400,0,1,0,1,0,0,0,0,1,0
3,99100,0,1,0,1,0,0,0,0,1,0
2,197200,0,1,0,1,0,0,0,0,1,0
2,158400,0,1,0,1,0,0,0,0,1,0
3,257200,0,1,0,1,0,0,0,0,0,1
3,204900,0,1,0,1,0,0,0,0,0,1
2,111000,0,1,0,1,0,0,0,0,1,0
2,54200,0,1,0,1,0,0,0,0,1,0
3,233800,0,1,0,1,0,1,0,0,0,0
3,204900,0,1,0,1,0,1,0,0,0,0
3,220700,0,1,0,1,0,1,0,0,0,0
3,175800,0,1,0,1,0,1,0,0,0,0
3,231000,100,1,0,1,0,1,0,0,0,0
3,147000,100,1,0,1,0,1,0,0,0,0
3,197400,0,1,0,1,0,1,0,0,0,0
3,144200,0,1,0,1,0,1,0,0,0,0
3,226900,0,1,0,1,0,1,0,0,0,0
3,117300,0,1,0,1,0,1,0,0,0,0
2,217500,0,1,0,1,0,1,0,0,0,0
2,147000,0,1,0,1,0,1,0,0,0,0
3,181000,0,1,0,1,0,1,0,0,0,0
3,164600,0,1,0,1,0,1,0,0,0,0
4,273800,0,1,0,1,0,0,0,0,1,0
4,239900,0,1,0,1,0,0,0,0,1,0
2,128600,0,1,0,1,0,0,0,0,1,0
2,62800,0,1,0,1,0,0,0,0,1,0
3,181000,0,1,0,1,0,0,0,0,0,1
3,144200,0,1,0,1,0,0,0,0,0,1
3,197400,0,1,0,1,0,0,0,0,0,1
2,80000,0,1,0,1,0,0,0,0,1,0
2,75000,0,1,0,1,0,0,0,0,1,0
3,190900,0,1,0,1,0,0,0,0,1,0
3,127200,0,1,0,1,0,0,0,0,1,0
2,172000,0,1,0,1,0,0,1,0,0,0
2,75600,0,1,0,1,0,0,1,0,0,0
1,193000,0,1,0,1,0,0,0,0,1,0
1,84600,0,1,0,1,0,0,0,0,1,0
2,301200,0,1,0,1,0,0,0,0,1,0
2,239900,0,1,0,1,0,0,0,0,1,0
3,280600,0,1,0,1,0,0,0,0,0,1
3,157700,0,1,0,1,1,0,0,0,0,0
3,92800,0,1,0,1,1,0,0,0,0,0
1,91600,0,1,0,1,1,0,0,0,0,0
1,61000,0,1,0,1,1,0,0,0,0,0
3,158000,0,1,0,1,0,1,0,0,0,0
3,105400,0,1,0,1,0,1,0,0,0,0
4,314960,0,1,0,1,0,0,0,0,1,0
4,164780,0,1,0,1,0,0,0,0,1,0
1,100000,0,1,0,1,0,0,0,0,1,0
1,70000,0,1,0,1,0,0,0,0,1,0
3,216400,0,1,0,1,0,0,1,0,0,0
3,144200,0,1,0,1,0,0,1,0,0,0
2,22736,0,1,1,0,0,0,0,0,1,0
1,94300,0,1,1,0,0,0,0,0,1,0
1,62900,0,1,1,0,0,0,0,0,1,0
2,71428,0,1,1,0,0,0,0,0,1,0
2,67857,0,1,1,0,0,0,0,0,1,0
3,71428,0,1,1,0,0,0,0,0,1,0
3,67857,0,1,1,0,0,0,0,0,1,0
3,193000,0,1,0,1,0,0,0,0,1,0
3,84600,0,1,0,1,0,0,0,0,1,0
3,200000,0,1,0,1,0,0,0,0,1,0
3,100000,0,1,0,1,0,0,0,0,1,0
2,193000,0,1,0,1,0,0,0,0,0,1
2,84600,0,1,0,1,0,0,0,0,0,1
3,216000,0,1,0,1,0,0,1,0,0,0
3,129900,0,1,0,1,0,0,1,0,0,0
2,84100,0,1,0,1,1,0,0,0,0,0
2,40500,0,1,0,1,1,0,0,0,0,0
2,132700,100,1,0,1,0,0,0,0,1,0
2,73800,100,1,0,1,0,0,0,0,1,0
3,310000,100,1,0,1,0,0,0,1,0,0
3,240000,100,1,0,1,0,0,0,1,0,0
3,205000,100,1,0,1,0,0,0,1,0,0
2,140000,100,1,0,1,0,0,0,0,1,0
2,100000,100,1,0,1,0,0,0,0,1,0
3,144900,0,1,0,1,0,0,0,0,1,0
3,115900,0,1,0,1,0,0,0,0,1,0
3,240000,0,1,0,1,0,0,0,0,0,1
3,144000,0,1,0,1,0,0,0,0,0,1
3,195000,100,1,0,1,0,1,0,0,0,0
3,120000,100,1,0,1,0,1,0,0,0,0
3,171800,0,1,0,1,0,1,0,0,0,0
3,96600,0,1,0,1,0,1,0,0,0,0
3,180000,0,1,0,1,0,0,0,0,1,0
3,80000,0,1,0,1,0,0,0,0,1,0
3,211536,0,1,0,1,0,0,0,1,0,0
1,122200,100,1,0,1,0,0,1,0,0,0
1,67600,100,1,0,1,0,0,1,0,0,0
3,186200,0,1,0,1,0,0,0,0,1,0
3,138900,0,1,0,1,0,0,0,0,1,0
2,137860,100,1,0,1,0,0,0,0,1,0
2,81094,100,1,0,1,0,0,0,0,1,0
2,150200,0,1,0,1,0,1,0,0,0,0
2,96741,0,1,0,1,0,1,0,0,0,0
2,179000,0,1,0,1,0,1,0,0,0,0
2,112000,0,1,0,1,0,1,0,0,0,0
2,65000,0,1,0,1,0,0,0,0,1,0
2,55000,0,1,0,1,0,0,0,0,1,0
2,150000,0,1,0,1,0,0,0,0,1,0
2,118700,100,1,0,1,0,0,0,0,1,0
2,86300,100,1,0,1,0,0,0,0,1,0
1,141000,0,1,0,1,1,0,0,0,0,0
1,74000,0,1,0,1,1,0,0,0,0,0
1,75000,100,1,0,1,0,0,0,0,1,0
1,63000,100,1,0,1,0,0,0,0,1,0
3,180000,0,1,0,1,0,0,1,0,0,0
3,135000,0,1,0,1,0,0,1,0,0,0
1,55000,0,1,1,0,0,0,0,0,1,0
1,34700,0,1,1,0,0,0,0,0,1,0
3,195500,0,1,0,1,0,0,0,0,1,0
3,161158,0,1,0,1,0,0,0,0,1,0
1,50000,0,1,0,1,0,0,0,0,0,1
1,40000,0,1,0,1,0,0,0,0,0,1
3,306280,0,1,0,1,0,0,0,0,1,0
3,153140,0,1,0,1,0,0,0,0,1,0
3,87000,0,1,0,1,0,0,0,0,1,0
3,69600,0,1,0,1,0,0,0,0,1,0
3,130000,100,1,1,0,0,0,0,0,1,0
3,110500,100,1,1,0,0,0,0,0,1,0
2,160850,0,1,0,1,0,1,0,0,0,0
2,95379,0,1,0,1,0,1,0,0,0,0
4,162000,0,1,0,1,0,0,0,0,1,0
4,145000,0,1,0,1,0,0,0,0,1,0
3,211180,100,1,0,1,0,0,0,0,0,1
3,127890,100,1,0,1,0,0,0,0,0,1
3,189240,0,1,0,1,0,0,0,0,1,0
3,126160,0,1,0,1,0,0,0,0,1,0
2,130000,0,1,0,1,0,0,0,0,1,0
2,70000,0,1,0,1,0,0,0,0,1,0
3,142025,0,1,0,1,0,0,0,0,1,0
3,88675,0,1,0,1,0,0,0,0,1,0
1,150000,0,1,0,1,0,0,0,0,1,0
1,100000,0,1,0,1,0,0,0,0,1,0
3,175900,0,1,0,1,0,0,0,0,1,0
3,117300,0,1,0,1,0,0,0,0,1,0
2,215600,0,1,0,1,0,1,0,0,0,0
2,203000,0,1,0,1,0,1,0,0,0,0
2,123000,0,1,0,1,0,1,0,0,0,0
4,223900,0,1,0,1,0,1,0,0,0,0
4,135700,0,1,0,1,0,1,0,0,0,0
1,124800,0,1,0,1,0,0,1,0,0,0
1,76128,0,1,0,1,0,0,1,0,0,0
1,137000,0,1,0,1,1,0,0,0,0,0
1,60400,0,1,0,1,1,0,0,0,0,0
2,100000,0,1,0,1,1,0,0,0,0,0
2,80000,0,1,0,1,1,0,0,0,0,0
3,215000,100,1,0,1,0,0,0,0,1,0
3,135000,100,1,0,1,0,0,0,0,1,0
2,95000,100,1,0,1,0,0,0,0,1,0
2,55000,100,1,0,1,0,0,0,0,1,0
3,212500,0,1,0,1,0,0,0,0,1,0
3,145000,0,1,0,1,0,0,0,0,1,0
2,153400,0,1,0,1,0,0,0,0,1,0
2,160000,0,1,0,1,0,0,0,0,1,0
2,226500,0,1,0,1,0,0,0,0,1,0
2,160000,0,1,0,1,0,0,0,0,1,0
4,265080,0,1,0,1,0,0,0,0,1,0
4,176720,0,1,0,1,0,0,0,0,1,0
3,170760,0,1,0,1,0,0,0,0,1,0
3,113840,0,1,0,1,0,0,0,0,1,0
3,197400,0,1,0,1,0,0,0,0,1,0
3,144200,0,1,0,1,0,0,0,0,1,0
3,126582,0,1,1,0,1,0,0,0,0,0
3,94936,0,1,1,0,1,0,0,0,0,0
3,202800,0,2,0,1,0,0,0,0,1,0
3,117300,0,2,0,1,0,0,0,0,1,0
3,164500,0,1,0,1,0,0,0,1,0,0
3,116500,0,1,0,1,0,0,0,1,0,0
3,225300,0,1,0,1,0,0,0,1,0,0
3,155300,0,1,0,1,0,0,0,1,0,0
3,197800,0,1,0,1,0,0,0,0,1,0
3,217900,100,1,1,0,0,0,0,1,0,0
3,256500,100,1,0,1,0,0,0,1,0,0
3,218025,100,1,0,1,0,0,0,1,0,0
3,290200,0,1,0,1,0,0,0,1,0,0
3,165800,0,1,0,1,0,0,0,1,0,0
3,89873,0,1,1,0,0,0,1,0,0,0
2,143900,0,1,0,1,0,0,0,0,1,0
2,112860,0,1,0,1,0,0,0,0,1,0
4,218860,0,1,0,1,0,0,0,0,1,0
4,168350,0,1,0,1,0,0,0,0,1,0
3,233500,0,1,0,1,0,0,0,0,1,0
2,170000,100,1,0,1,0,0,1,0,0,0
3,278738,0,1,0,1,0,0,0,0,1,0
3,203183,0,1,0,1,0,0,0,0,1,0
3,300000,0,1,0,1,0,0,0,0,0,1
3,189000,0,1,0,1,0,0,0,0,0,1
3,258100,0,1,0,1,0,0,0,0,1,0
3,151900,0,1,0,1,0,0,0,0,1,0
3,250800,0,1,0,1,0,0,0,0,0,1
3,167200,0,1,0,1,0,0,0,0,0,1
3,215000,100,1,0,1,0,0,0,0,1,0
3,183000,100,1,0,1,0,0,0,0,1,0
3,303050,0,1,0,1,0,0,0,0,0,1
3,291500,0,1,0,1,0,0,0,1,0,0
3,212000,0,1,0,1,0,0,0,1,0,0
3,210000,0,1,1,0,0,0,0,0,0,1
3,140000,0,1,1,0,0,0,0,0,0,1
2,134000,0,1,0,1,0,0,0,0,1,0
2,88000,0,1,0,1,0,0,0,0,1,0
3,234400,0,1,0,1,0,0,0,0,1,0
3,170700,0,1,0,1,0,0,0,0,1,0
3,245000,0,1,0,1,0,0,0,0,1,0
3,176000,0,1,0,1,0,0,0,0,1,0
3,180000,0,1,0,1,0,0,0,0,1,0
3,120000,0,1,0,1,0,0,0,0,1,0
3,190000,0,1,0,1,0,0,0,0,1,0
3,152000,0,1,0,1,0,0,0,0,1,0
3,220000,0,1,0,1,0,0,0,0,1,0
3,189000,0,1,0,1,0,0,0,0,1,0
2,270000,0,1,0,1,0,0,0,0,1,0
2,130000,0,1,0,1,0,0,0,0,1,0
2,220000,0,1,0,1,0,0,0,0,1,0
2,170000,0,1,0,1,0,0,0,0,1,0
2,241000,0,1,0,1,0,0,0,0,1,0
2,197000,0,1,0,1,0,0,0,0,1,0
3,220000,0,1,0,1,0,0,1,0,0,0
3,146000,0,1,0,1,0,0,1,0,0,0
3,190000,0,1,0,1,0,0,1,0,0,0
3,167000,0,1,0,1,0,0,1,0,0,0
2,260000,0,1,0,1,0,0,1,0,0,0
2,130000,0,1,0,1,0,0,1,0,0,0
2,145000,0,1,0,1,0,0,1,0,0,0
3,161860,0,1,0,1,0,0,0,0,1,0
3,124486,0,1,0,1,0,0,0,0,1,0
1,83000,0,1,0,1,1,0,0,0,0,0
1,73000,0,1,0,1,1,0,0,0,0,0
3,100000,0,1,0,1,1,0,0,0,0,0
3,80000,0,1,0,1,1,0,0,0,0,0
1,63000,0,1,0,1,1,0,0,0,0,0
1,60000,0,1,0,1,1,0,0,0,0,0
3,297000,100,1,0,1,0,1,0,0,0,0
3,168300,100,1,0,1,0,1,0,0,0,0
3,132800,100,1,0,1,0,1,0,0,0,0
3,98770,100,1,0,1,0,1,0,0,0,0
3,190000,0,1,0,1,0,1,0,0,0,0
3,167000,0,1,0,1,0,1,0,0,0,0
2,100000,0,1,0,1,0,1,0,0,0,0
1,105000,100,1,1,0,0,1,0,0,0,0
1,90000,100,1,1,0,0,1,0,0,0,0
3,180000,100,1,0,1,0,1,0,0,0,0
3,115000,100,1,0,1,0,1,0,0,0,0
3,210000,100,1,0,1,0,0,0,0,1,0
3,178500,100,1,0,1,0,0,0,0,1,0
2,211000,0,1,0,1,0,0,0,0,1,0
2,156000,0,1,0,1,0,0,0,0,1,0
3,153900,0,1,0,1,0,0,0,0,1,0
3,102600,0,1,0,1,0,0,0,0,1,0
3,252000,0,1,0,1,0,0,0,0,1,0
3,168000,0,1,0,1,0,0,0,0,1,0
3,137000,100,1,0,1,0,0,0,0,1,0
3,109600,100,1,0,1,0,0,0,0,1,0
3,92857,100,1,1,0,0,0,0,0,1,0
3,74285,100,1,1,0,0,0,0,0,1,0
3,245000,100,1,0,1,0,0,0,0,0,1
3,160000,100,1,0,1,0,0,0,0,0,1
3,180000,100,1,0,1,0,0,0,0,1,0
3,115000,100,1,0,1,0,0,0,0,1,0
3,246000,0,1,0,1,0,0,0,1,0,0
3,190000,0,1,0,1,0,0,0,1,0,0
3,324000,0,1,0,1,0,0,0,0,0,1
3,159000,0,1,0,1,0,0,0,0,0,1
1,90000,0,1,0,1,0,0,0,0,1,0
1,83000,0,1,0,1,0,0,0,0,1,0
3,320000,0,1,0,1,0,0,0,0,1,0
3,230000,0,1,0,1,0,0,0,0,1,0
3,250000,100,1,0,1,0,0,0,0,0,1
3,150000,100,1,0,1,0,0,0,0,0,1
3,300800,0,1,0,1,0,0,0,0,1,0
3,196200,0,1,0,1,0,0,0,0,1,0
